# danRer7.unannotated.name	danRer7.unannotated.chrom	danRer7.unannotated.strand	danRer7.unannotated.txStart	danRer7.unannotated.txEnd	danRer7.unannotated.cdsStart	danRer7.unannotated.cdsEnd	danRer7.unannotated.exonCount	danRer7.unannotated.exonStarts	danRer7.unannotated.exonEnds	danRer7.unannotated.name2	danRer7.unannotated.product	danRer7.unannotated.mrnaAcc	danRer7.unannotated.protAcc
NM_213549-ann-3562-unann-59	chr6	+	52756989	52798008	52756989	52798008	10	52756989,52759670,52763546,52763752,52780543,52782328,52783110,52792027,52792905,52797958	52757062,52760234,52763669,52763875,52780666,52782451,52783524,52792180,52793010,52798008	matn4	matrilin-2 precursor	NM_213549-ann-3562-unann-59	NM_213549-ann-3562-unann-59
NM_001005946-ann-7759-unann-60	chr15	-	15893140	15903736	15893140	15903736	11	15893140,15893360,15895083,15895241,15895449,15900340,15901212,15901382,15903107,15903260,15903667	15893248,15893429,15895148,15895334,15895511,15900406,15901302,15901478,15903167,15903377,15903736	zgc:103681	uncharacterized protein LOC449773	NM_001005946-ann-7759-unann-60	NM_001005946-ann-7759-unann-60
NM_001110105-ann-5472-unann-61	chr10	-	2786583	2815867	2786583	2815867	16	2786583,2789249,2791000,2792217,2794442,2797005,2799067,2800288,2802902,2805629,2805813,2809643,2809879,2811565,2813211,2815820	2786691,2789309,2791099,2792310,2794636,2797173,2799285,2800391,2802978,2805725,2805909,2809738,2809968,2811711,2813278,2815867	ash2l	ash2-like	NM_001110105-ann-5472-unann-61	NM_001110105-ann-5472-unann-61
NM_131444-ann-7261-unann-62	chr14	+	6912934	6919841	6912934	6919841	5	6912934,6913394,6916141,6919447,6919775	6913043,6913566,6916289,6919558,6919841	gnb2l1	guanine nucleotide-binding protein subunit beta-2-like 1	NM_131444-ann-7261-unann-62	NM_131444-ann-7261-unann-62
NM_130969-ann-7593-unann-63	chr15	+	10650379	10987353	10650379	10987353	28	10650379,10656006,10747466,10756750,10761547,10775485,10783914,10790360,10809193,10810384,10821635,10833821,10846499,10851813,10865118,10876421,10881171,10883816,10889826,10902666,10909359,10925073,10942286,10951526,10963911,10964979,10969487,10986594	10650602,10656279,10747713,10756849,10761783,10775650,10784129,10790577,10809295,10810579,10821836,10834007,10846646,10852030,10865238,10876683,10881439,10883960,10890076,10902899,10909514,10925951,10942459,10951762,10964208,10966594,10969630,10987353	odz4	teneurin-4	NM_130969-ann-7593-unann-63	NM_130969-ann-7593-unann-63
NM_001098390-ann-8826-unann-64	chr17	+	42107972	42160696	42107972	42160696	14	42107972,42108713,42110438,42113203,42119446,42120129,42134303,42134811,42136844,42143586,42145722,42147797,42158552,42160592	42108037,42108776,42110601,42113284,42120017,42120343,42134426,42134979,42136995,42143752,42145809,42147855,42158596,42160696	zgc:162576	centrosomal protein kizuna	NM_001098390-ann-8826-unann-64	NM_001098390-ann-8826-unann-64
NM_200311-ann-8619-unann-65	chr17	-	12909516	12933928	12909516	12933928	20	12909516,12910433,12913359,12915392,12921348,12921579,12921725,12921891,12925081,12925230,12927826,12929958,12930190,12930326,12931876,12932121,12932328,12932810,12933266,12933853	12909698,12910620,12913412,12915512,12921477,12921650,12921793,12921927,12925142,12925332,12927965,12930049,12930237,12930432,12931999,12932226,12932400,12932921,12933338,12933928	ctage5	CTAGE family, member 5	NM_200311-ann-8619-unann-65	NM_200311-ann-8619-unann-65
NM_001002736-ann-5320-unann-66	chr9	+	46749151	46765685	46749151	46765685	4	46749151,46752733,46757103,46765554	46749197,46752875,46757406,46765685	asb1	ankyrin repeat and SOCS box protein 1	NM_001002736-ann-5320-unann-66	NM_001002736-ann-5320-unann-66
NM_001077252-ann-9101-unann-67	chr18	-	17067705	17074734	17067705	17074734	12	17067705,17067941,17068130,17069414,17069744,17069922,17070146,17070996,17071767,17072054,17074394,17074664	17067868,17068014,17068280,17069556,17069825,17070063,17070248,17071101,17071921,17072206,17074590,17074734	ces2	carboxylesterase 2-like precursor	NM_001077252-ann-9101-unann-67	NM_001077252-ann-9101-unann-67
NM_001118894-ann-3533-unann-68	chr6	+	48993670	49001327	48993670	49001327	30	48993670,48993911,48994106,48994326,48994591,48994738,48994926,48995072,48995654,48995900,48996079,48996254,48996570,48996727,48997526,48997727,48997972,48998415,48998619,48998953,48999096,48999296,48999509,48999714,49000214,49000422,49000649,49000804,49001005,49001180	48993796,48993993,48994150,48994491,48994659,48994812,48994985,48995139,48995728,48996009,48996174,48996439,48996638,48996789,48997643,48997832,48998076,48998533,48998690,48999016,48999159,48999413,48999620,48999807,49000340,49000563,49000724,49000912,49001089,49001327	sycp1	synaptonemal complex protein 1	NM_001118894-ann-3533-unann-68	NM_001118894-ann-3533-unann-68
NM_001109853-ann-5395-unann-69	chr10	-	7073937	7081710	7073937	7081710	5	7073937,7074175,7074413,7074715,7081653	7074082,7074303,7074625,7074943,7081710	zgc:174237	uncharacterized protein LOC100126125 precursor	NM_001109853-ann-5395-unann-69	NM_001109853-ann-5395-unann-69
NM_001083045-ann-8979-unann-70	chr18	-	44804361	44872954	44804361	44872954	11	44804361,44809425,44816088,44818200,44825609,44830468,44832268,44832826,44861641,44869438,44872853	44804517,44809631,44816135,44818284,44828958,44830727,44832406,44832886,44861752,44869541,44872954	sphkap	A-kinase anchor protein SPHKAP	NM_001083045-ann-8979-unann-70	NM_001083045-ann-8979-unann-70
NM_001112675-ann-7430-unann-71	chr14	-	31863188	31929031	31863188	31929031	7	31863188,31868645,31883852,31893760,31896413,31896718,31928857	31863206,31868740,31884003,31893994,31896614,31896883,31929031	mbnl3	muscleblind-like protein 3	NM_001112675-ann-7430-unann-71	NM_001112675-ann-7430-unann-71
NM_001002090-ann-6531-unann-72	chr12	-	30419557	30429214	30419557	30429214	4	30419557,30426195,30426420,30429168	30419702,30426346,30426595,30429214	cbx1b	chromobox protein homolog 1	NM_001002090-ann-6531-unann-72	NM_001002090-ann-6531-unann-72
NM_001003454-ann-6680-unann-73	chr13	+	28175545	28232709	28175545	28232709	3	28175545,28187418,28232622	28176115,28187563,28232709	b3gat2	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2	NM_001003454-ann-6680-unann-73	NM_001003454-ann-6680-unann-73
NM_001128349-ann-2835-unann-74	chr5	-	43264574	43327465	43264574	43327465	22	43264574,43266242,43268963,43271715,43273703,43283429,43286130,43287579,43288547,43288977,43294165,43295308,43298688,43303382,43308015,43308289,43310076,43324193,43324475,43324656,43325433,43327346	43264603,43266417,43269329,43271892,43273897,43283502,43286271,43287646,43288897,43289048,43294273,43295488,43298871,43303549,43308204,43308381,43310201,43324344,43324547,43324716,43325467,43327465	si:dkey-165i4.1	ataxin-2	NM_001128349-ann-2835-unann-74	NM_001128349-ann-2835-unann-74
NM_001080594-ann-5593-unann-75	chr10	+	20214399	20267908	20214399	20267908	13	20214399,20229963,20231198,20244449,20248974,20252242,20252612,20252781,20255197,20255486,20258805,20260828,20267732	20214451,20230161,20231323,20244561,20249120,20252382,20252690,20252876,20255323,20255564,20258875,20260926,20267908	ppp3ccb	protein phosphatase 3, catalytic subunit, gamma isoform	NM_001080594-ann-5593-unann-75	NM_001080594-ann-5593-unann-75
NM_205541-ann-3715-unann-76	chr7	+	729418	738943	729418	738943	6	729418,730241,731184,733530,736854,738819	729460,730314,731304,733621,736946,738943	drap1	dr1-associated corepressor	NM_205541-ann-3715-unann-76	NM_205541-ann-3715-unann-76
NM_200923-ann-5562-unann-77	chr10	+	15283879	15332859	15283879	15332859	18	15283879,15298020,15306044,15311340,15314169,15315963,15316421,15319693,15319939,15323680,15324378,15324705,15326519,15326987,15327299,15329066,15332532,15332823	15283949,15298140,15306167,15311463,15314541,15316086,15316544,15319813,15320065,15323852,15324597,15324824,15326659,15327129,15327449,15329147,15332702,15332859	vldlr	very low-density lipoprotein receptor precursor	NM_200923-ann-5562-unann-77	NM_200923-ann-5562-unann-77
NM_001013316-ann-8055-unann-78	chr16	-	58457381	58466555	58457381	58466555	4	58457381,58462657,58464031,58466463	58457469,58462788,58464128,58466555	zgc:110759	transmembrane protein 222	NM_001013316-ann-8055-unann-78	NM_001013316-ann-8055-unann-78
NM_001194987-ann-4956-unann-79	chr9	+	49402577	49716292	49402577	49716292	79	49402577,49443799,49448125,49451865,49455687,49457041,49458945,49460837,49462856,49463659,49465671,49478726,49482993,49484912,49487161,49488033,49492908,49499773,49500771,49503128,49504510,49507877,49510833,49512633,49514673,49516678,49519436,49524042,49524330,49526596,49527414,49528991,49545156,49545488,49547174,49547480,49548926,49616852,49621000,49627149,49630182,49630666,49634023,49636137,49641691,49646164,49646471,49650108,49650766,49653346,49656060,49660570,49662094,49666943,49669669,49672927,49675098,49681099,49687403,49687759,49688869,49690701,49690937,49693115,49695056,49696205,49698053,49698893,49700867,49703509,49705214,49707566,49708626,49708883,49711959,49712714,49712903,49714185,49716124	49402635,49443913,49448248,49451982,49455798,49457155,49459062,49460981,49462976,49463788,49465841,49478950,49483200,49485115,49487302,49488237,49493101,49499899,49500902,49503266,49504792,49508117,49510953,49512750,49515054,49516693,49519685,49524254,49524515,49526825,49527592,49529126,49545323,49545632,49547284,49547658,49549140,49617092,49621189,49628070,49630348,49630825,49634313,49636338,49641934,49646290,49646591,49650240,49650968,49653642,49656727,49660741,49662318,49667121,49669866,49673173,49675227,49681219,49687520,49687876,49689007,49690824,49691066,49693247,49695188,49696349,49698219,49699022,49701088,49703689,49705334,49707657,49708694,49709001,49712086,49712822,49713011,49714257,49716292	lrp2a	low-density lipoprotein receptor-related protein 2 precursor	NM_001194987-ann-4956-unann-79	NM_001194987-ann-4956-unann-79
NM_001099989-ann-2783-unann-80	chr5	+	39249397	39308963	39249397	39308963	40	39249397,39277306,39278323,39280542,39280726,39281925,39284124,39284341,39286737,39286951,39287189,39287886,39288223,39288699,39288939,39290625,39290916,39291175,39291487,39292331,39292642,39294370,39294670,39295673,39296652,39297072,39297240,39299260,39299472,39300831,39301308,39302564,39302800,39303010,39303313,39303828,39306937,39307222,39307496,39308753	39249554,39277458,39278497,39280634,39280807,39282041,39284237,39284529,39286855,39287110,39287492,39288040,39288618,39288804,39289098,39290837,39291054,39291395,39291841,39292514,39292845,39294461,39294817,39295937,39296877,39297162,39297534,39299391,39299677,39301209,39301553,39302703,39302885,39303207,39303429,39303904,39307119,39307396,39307539,39308963	LOC558044	spectrin beta chain, brain 1	NM_001099989-ann-2783-unann-80	NM_001099989-ann-2783-unann-80
NM_001037566-ann-3073-unann-81	chr5	-	75208936	75218482	75208936	75218482	7	75208936,75209659,75210038,75214326,75215706,75216356,75218259	75209132,75209814,75210164,75214560,75215859,75216551,75218482	thnsl2	threonine synthase-like 2	NM_001037566-ann-3073-unann-81	NM_001037566-ann-3073-unann-81
NM_001006005-ann-9010-unann-82	chr18	+	4729306	4735467	4729306	4735467	6	4729306,4730787,4731781,4731965,4732401,4735410	4729379,4730938,4731873,4732010,4732476,4735467	dut	deoxyuridine 5'-triphosphate	NM_001006005-ann-9010-unann-82	NM_001006005-ann-9010-unann-82
NM_001045069-ann-8932-unann-83	chr18	+	17414119	17434380	17414119	17434380	8	17414119,17414661,17418366,17418528,17427555,17429313,17430276,17434348	17414175,17414745,17418440,17418670,17427831,17429487,17430663,17434380	si:ch211-216l23.2	uncharacterized protein LOC565061	NM_001045069-ann-8932-unann-83	NM_001045069-ann-8932-unann-83
NM_001115139-ann-4943-unann-84	chr9	+	39220320	39342296	39220320	39342296	38	39220320,39257783,39259748,39260240,39260586,39261832,39271371,39288430,39290653,39290929,39291112,39291766,39292976,39293162,39293960,39294782,39298951,39299665,39303662,39305743,39308085,39313852,39318398,39320768,39321912,39322187,39322353,39325444,39325982,39328737,39329689,39330424,39334699,39335849,39336569,39337739,39339048,39342209	39220515,39257862,39259852,39260332,39260662,39261930,39271442,39288574,39290730,39291022,39291258,39291902,39293047,39293222,39294038,39294950,39298998,39299836,39303770,39305770,39308241,39313956,39318628,39320835,39322076,39322266,39322497,39325588,39326089,39328878,39329837,39330669,39334713,39336022,39336698,39337946,39339165,39342296	LOC562077	CLIP-associating protein 1	NM_001115139-ann-4943-unann-84	NM_001115139-ann-4943-unann-84
NM_001204257-ann-8625-unann-85	chr17	-	14456370	14512208	14456370	14512208	17	14456370,14458114,14458408,14458726,14458959,14459232,14460068,14460583,14462457,14464548,14465302,14468507,14471224,14495069,14501098,14505565,14512094	14456412,14458314,14458575,14458860,14459097,14459981,14460495,14460693,14462638,14464689,14465499,14468682,14471326,14495137,14501218,14505713,14512208	si:ch73-9j13.1	apoptosis-stimulating protein of p53-like	NM_001204257-ann-8625-unann-85	NM_001204257-ann-8625-unann-85
NM_001002428-ann-6561-unann-86	chr12	+	35312754	35313889	35312754	35313889	2	35312754,35313680	35312885,35313889	mrpl43	39S ribosomal protein L43, mitochondrial	NM_001002428-ann-6561-unann-86	NM_001002428-ann-6561-unann-86
NM_001161732-ann-5788-unann-87	chr10	+	43979277	44026670	43979277	44026670	16	43979277,43996135,43996549,44001184,44001397,44004562,44012766,44015540,44015770,44017377,44017656,44022026,44022333,44023008,44024510,44026496	43979398,43996222,43996722,44001308,44001588,44004707,44012960,44015686,44015892,44017488,44017847,44022149,44022404,44023146,44024616,44026670	fgfr1b	fibroblast growth factor receptor 1b precursor	NM_001161732-ann-5788-unann-87	NM_001161732-ann-5788-unann-87
NM_001100137-ann-3160-unann-88	chr6	+	55005453	55052177	55005453	55052177	10	55005453,55011399,55011593,55029719,55031263,55032575,55035453,55037838,55045810,55052145	55005739,55011459,55011728,55029808,55031459,55032715,55035613,55037975,55045997,55052177	zgc:165344	myosin-binding protein H-like	NM_001100137-ann-3160-unann-88	NM_001100137-ann-3160-unann-88
NM_001044970-ann-8928-unann-89	chr18	-	15148988	15211092	15148988	15211092	25	15148988,15149159,15152260,15152848,15157427,15157636,15160403,15160629,15162390,15162983,15164357,15169092,15169764,15177785,15178201,15185214,15187263,15187437,15191806,15193927,15203411,15204130,15204644,15205872,15211028	15149057,15149225,15152428,15153037,15157553,15157759,15160492,15160741,15162541,15163115,15164499,15169264,15169825,15177845,15178299,15185351,15187348,15187592,15191927,15194020,15203540,15204244,15204731,15206078,15211092	si:dkey-103i16.1	liprin-beta-1	NM_001044970-ann-8928-unann-89	NM_001044970-ann-8928-unann-89
NM_001083853-ann-3082-unann-90	chr6	+	2064453	2191267	2064453	2191267	8	2064453,2072288,2168032,2173445,2177897,2180940,2187180,2191174	2064641,2072362,2168277,2173636,2178033,2181100,2187270,2191267	zgc:158824	pre-B-cell leukemia homeobox 1	NM_001083853-ann-3082-unann-90	NM_001083853-ann-3082-unann-90
NM_001123234-ann-4728-unann-91	chr8	+	38098174	38137887	38098174	38137887	26	38098174,38104235,38104422,38106332,38106938,38112435,38113719,38116221,38116596,38116821,38117170,38119031,38119561,38119833,38121750,38122734,38124799,38125124,38125593,38125864,38126680,38128554,38131016,38131154,38137625,38137867	38098324,38104313,38104545,38106503,38107073,38112556,38113949,38116380,38116716,38116980,38117352,38119194,38119681,38120028,38121932,38122859,38125032,38125510,38125732,38126044,38126803,38129322,38131068,38131354,38137791,38137887	kdm5c	lysine-specific demethylase 5C	NM_001123234-ann-4728-unann-91	NM_001123234-ann-4728-unann-91
NM_212991-ann-2912-unann-92	chr5	-	56981987	57000650	56981987	57000650	14	56981987,56986611,56987122,56987279,56987522,56989890,56990355,56990953,56991352,56991587,56993532,56998676,56998819,57000589	56982018,56986781,56987190,56987312,56987538,56989930,56990409,56991261,56991481,56991701,56993605,56998733,56998917,57000650	hnrpkl	heterogeneous nuclear ribonucleoprotein K	NM_212991-ann-2912-unann-92	NM_212991-ann-2912-unann-92
NM_200179-ann-4268-unann-93	chr8	-	1291245	1333560	1291245	1333560	12	1291245,1298985,1322284,1322972,1323838,1327678,1331572,1331748,1332406,1332618,1333289,1333518	1291285,1299039,1322388,1323141,1323977,1327909,1331660,1331811,1332473,1332695,1333382,1333560	cdc14b	dual specificity protein phosphatase CDC14B	NM_200179-ann-4268-unann-93	NM_200179-ann-4268-unann-93
NM_001035261-ann-6257-unann-94	chr12	+	25288808	25354254	25288808	25354254	34	25288808,25289419,25292911,25299447,25302086,25302952,25308150,25311893,25315404,25319673,25322687,25323482,25325825,25326522,25327045,25327721,25328596,25330969,25331824,25334451,25334714,25335974,25338817,25339546,25339823,25341495,25342489,25342745,25343038,25345359,25345741,25347446,25347716,25354167	25288816,25289568,25293587,25299482,25302151,25303089,25308436,25312251,25315564,25319806,25322735,25323551,25325994,25326618,25327132,25327899,25328769,25331125,25331961,25334599,25334860,25336150,25338959,25339740,25339906,25341644,25342595,25342953,25343172,25345515,25345885,25347568,25347872,25354254	svil	supervillin	NM_001035261-ann-6257-unann-94	NM_001035261-ann-6257-unann-94
NM_001077373-ann-2919-unann-95	chr5	-	57500206	57527998	57500206	57527998	17	57500206,57508988,57509167,57509344,57511611,57511751,57515089,57515259,57515628,57519224,57519432,57519804,57520177,57523044,57523313,57525531,57527921	57500310,57509086,57509250,57509478,57511681,57511822,57515152,57515302,57515685,57519333,57519537,57519933,57520275,57523200,57523366,57525653,57527998	mks1	meckel syndrome, type 1	NM_001077373-ann-2919-unann-95	NM_001077373-ann-2919-unann-95
NM_001127305-ann-5218-unann-96	chr9	+	33109975	33137159	33109975	33137159	41	33109975,33111036,33111271,33112779,33113933,33115473,33118489,33118662,33118876,33119454,33119779,33120476,33122780,33123298,33123708,33123973,33124126,33124314,33124586,33125666,33127734,33128284,33128567,33128813,33129072,33129266,33129528,33129768,33130388,33130529,33130766,33131224,33132907,33133095,33133304,33133510,33133761,33136326,33136543,33136880,33137043	33110156,33111084,33111430,33112889,33114105,33115681,33118573,33118801,33119034,33119566,33119927,33120644,33122843,33123428,33123889,33124048,33124234,33124455,33124713,33126910,33127835,33128356,33128739,33128992,33129186,33129375,33129683,33129865,33130449,33130670,33130887,33131320,33132991,33133190,33133364,33133687,33133865,33136455,33136805,33136955,33137159	pikfyve	1-phosphatidylinositol-3-phosphate 5-kinase	NM_001127305-ann-5218-unann-96	NM_001127305-ann-5218-unann-96
NM_001123235-ann-5087-unann-97	chr9	+	22569466	22599520	22569466	22599520	21	22569466,22574351,22583612,22583832,22586963,22587251,22587520,22589512,22591306,22591515,22591731,22591915,22593610,22594041,22594949,22596521,22596696,22597190,22598987,22599236,22599397	22569631,22574432,22583697,22583966,22587165,22587340,22587615,22589608,22591429,22591654,22591791,22592062,22593697,22594181,22595171,22596615,22596786,22597361,22599087,22599291,22599520	arhgef7a	rho guanine nucleotide exchange factor 7	NM_001123235-ann-5087-unann-97	NM_001123235-ann-5087-unann-97
NM_001004542-ann-8231-unann-98	chr16	-	26888555	26895501	26888555	26895501	8	26888555,26888949,26891022,26891307,26892051,26894989,26895164,26895424	26888717,26889078,26891223,26891434,26892217,26895045,26895235,26895501	zgc:91887	uncharacterized protein LOC447803	NM_001004542-ann-8231-unann-98	NM_001004542-ann-8231-unann-98
NM_001077568-ann-7267-unann-99	chr14	-	7142642	7164830	7142642	7164830	13	7142642,7145270,7149429,7150002,7150204,7152199,7154078,7154752,7157185,7157369,7157592,7160466,7164593	7142717,7145329,7149494,7150122,7150285,7152296,7154227,7154866,7157258,7157428,7157674,7160586,7164830	ctsf	cathepsin F precursor	NM_001077568-ann-7267-unann-99	NM_001077568-ann-7267-unann-99
NM_001030106-ann-3980-unann-100	chr7	+	31299085	31304859	31299085	31304859	6	31299085,31300784,31301020,31301175,31301375,31304465	31299216,31300917,31301099,31301277,31301528,31304859	fbxo22	F-box only protein 22	NM_001030106-ann-3980-unann-100	NM_001030106-ann-3980-unann-100
NM_200259-ann-4125-unann-101	chr7	-	49710707	49720184	49710707	49720184	6	49710707,49713410,49716281,49716609,49718234,49720130	49710773,49713562,49716344,49716648,49718312,49720184	rbpms2	RNA binding protein with multiple splicing 2	NM_200259-ann-4125-unann-101	NM_200259-ann-4125-unann-101
NM_001077576-ann-4926-unann-102	chr9	-	30751330	30877907	30751330	30877907	10	30751330,30754291,30755376,30764212,30767109,30797298,30822127,30825264,30832087,30877822	30752052,30754462,30755523,30764358,30767242,30797373,30822281,30825451,30832373,30877907	il1rapl1a	interleukin-1 receptor accessory protein-like 1-A precursor	NM_001077576-ann-4926-unann-102	NM_001077576-ann-4926-unann-102
NM_001199870-ann-7163-unann-103	chr14	-	5873062	5918885	5873062	5918885	11	5873062,5875694,5876209,5879420,5886057,5894935,5897618,5898310,5909418,5916820,5918590	5873136,5875806,5876346,5879536,5886301,5895090,5897799,5898503,5909636,5916984,5918885	loxl3a	lysyl oxidase-like 3a precursor	NM_001199870-ann-7163-unann-103	NM_001199870-ann-7163-unann-103
NM_001077254-ann-5892-unann-104	chr11	-	43415829	43522046	43415829	43522046	21	43415829,43420157,43420504,43424111,43430367,43431990,43433879,43441169,43442478,43443684,43445829,43455583,43457818,43460630,43460843,43461638,43463231,43468067,43487330,43490575,43521848	43415913,43420292,43420676,43424229,43430673,43432065,43433999,43441229,43442559,43443759,43445889,43455752,43457956,43460771,43460915,43461734,43463294,43468104,43487403,43490723,43522046	slmapa	sarcolemmal membrane-associated protein	NM_001077254-ann-5892-unann-104	NM_001077254-ann-5892-unann-104
NM_001083837-ann-8326-unann-105	chr16	-	34979145	34986227	34979145	34986227	10	34979145,34979473,34982303,34983461,34983649,34984729,34985011,34985270,34985862,34986136	34979176,34980515,34982495,34983561,34983799,34984920,34985183,34985506,34986042,34986227	pnisr	splicing factor, arginine/serine-rich 18	NM_001083837-ann-8326-unann-105	NM_001083837-ann-8326-unann-105
NM_200276-ann-2365-unann-106	chr5	-	43498776	43602880	43498776	43602880	46	43498776,43499072,43500928,43501251,43501486,43502185,43504002,43504306,43506640,43508394,43509900,43510125,43514882,43516983,43517358,43518581,43518933,43519121,43519588,43520424,43521485,43521754,43522115,43528885,43533191,43533861,43535837,43540921,43541213,43545974,43550729,43552301,43553134,43571819,43572073,43572920,43575194,43578733,43583301,43586445,43586591,43588850,43591112,43592942,43594472,43602772	43498985,43499246,43501141,43501305,43501605,43502326,43504232,43504443,43506766,43508867,43510042,43510269,43515083,43517214,43517689,43518808,43519011,43519241,43519757,43520510,43521581,43521875,43522276,43529050,43533375,43533979,43536300,43540997,43541347,43546037,43550828,43552492,43553265,43571921,43572128,43573099,43575285,43578906,43583368,43586498,43586648,43588964,43591292,43593144,43594564,43602880	ncor1	nuclear receptor corepressor 1	NM_200276-ann-2365-unann-106	NM_200276-ann-2365-unann-106
NM_001114925-ann-7021-unann-107	chr13	-	33618463	33622531	33618463	33622531	3	33618463,33620288,33622196	33619496,33620379,33622531	btbd6a	BTB/POZ domain-containing protein 6-A	NM_001114925-ann-7021-unann-107	NM_001114925-ann-7021-unann-107
NM_001031676-ann-8478-unann-108	chr16	+	58353721	58374602	58353721	58374602	13	58353721,58357065,58360106,58361289,58363692,58364942,58367680,58369767,58370268,58370616,58372852,58373610,58374512	58353914,58357259,58360246,58361384,58363830,58365038,58367953,58369858,58370382,58370765,58372937,58373741,58374602	pabpc1a	poly A binding protein, cytoplasmic 1 a	NM_001031676-ann-8478-unann-108	NM_001031676-ann-8478-unann-108
NM_001145555-ann-7026-unann-109	chr13	-	33836631	33861595	33836631	33861595	27	33836631,33836749,33839138,33839319,33841545,33841797,33843894,33844136,33844307,33844692,33845744,33846283,33846503,33846655,33846804,33846933,33847112,33847303,33847678,33849114,33849510,33852004,33853643,33855735,33856249,33857679,33860112	33836670,33836893,33839234,33839403,33841629,33841893,33843966,33844229,33844397,33844785,33845837,33846371,33846544,33846731,33846842,33847015,33847150,33847388,33847713,33849251,33849649,33852158,33853762,33855888,33856372,33857834,33861595	si:dkey-76k16.7	uncharacterized protein LOC553448	NM_001145555-ann-7026-unann-109	NM_001145555-ann-7026-unann-109
NM_001123012-ann-8975-unann-110	chr18	-	42784074	42943401	42784074	42943401	16	42784074,42785618,42788684,42794004,42804960,42813908,42818533,42821236,42821478,42825465,42834763,42841724,42847550,42867391,42869881,42943329	42784176,42785795,42788741,42794087,42805134,42814008,42818662,42821395,42821553,42825599,42834969,42841966,42847663,42867521,42870055,42943401	aplp2	amyloid-like protein 2 precursor	NM_001123012-ann-8975-unann-110	NM_001123012-ann-8975-unann-110
NM_001020619-ann-8650-unann-111	chr17	+	17635068	17686162	17635068	17686162	11	17635068,17638061,17641792,17642234,17646175,17650109,17653648,17653866,17655763,17680223,17686042	17635116,17638256,17641947,17642383,17646300,17650203,17653754,17654086,17655890,17680359,17686162	sptlc2	serine palmitoyltransferase 2	NM_001020619-ann-8650-unann-111	NM_001020619-ann-8650-unann-111
NM_001039973-ann-4884-unann-112	chr9	+	7071631	7108296	7071631	7108296	22	7071631,7073167,7073694,7075195,7075785,7075973,7078096,7081119,7083894,7084131,7087882,7090950,7098028,7098445,7100822,7100950,7101962,7102188,7105447,7105645,7107796,7108163	7071731,7073212,7073813,7075312,7075865,7076082,7078187,7081267,7084025,7084236,7087991,7091137,7098247,7098587,7100852,7101123,7102086,7102456,7105545,7105758,7107951,7108296	inpp4aa	type I inositol-3,4-bisphosphate 4-phosphatase	NM_001039973-ann-4884-unann-112	NM_001039973-ann-4884-unann-112
NM_001079973-ann-7656-unann-113	chr15	-	1814938	1833037	1814938	1833037	15	1814938,1817634,1818431,1819540,1819732,1820407,1823545,1824107,1827058,1827616,1829284,1830602,1830775,1832533,1833027	1814978,1817758,1818532,1819642,1819862,1820517,1823575,1824142,1827188,1827750,1829390,1830675,1830818,1832567,1833037	zgc:158363	TATA-binding protein-associated factor 2N	NM_001079973-ann-7656-unann-113	NM_001079973-ann-7656-unann-113
NM_001076571-ann-6712-unann-114	chr13	-	91786	96719	91786	96719	7	91786,94247,95176,95453,96020,96264,96695	91894,94627,95270,95497,96141,96366,96719	zgc:154100	TFIIA-alpha and beta-like factor	NM_001076571-ann-6712-unann-114	NM_001076571-ann-6712-unann-114
NM_001083542-ann-8568-unann-115	chr17	-	3824360	3857248	3824360	3857248	7	3824360,3827255,3833140,3841026,3844108,3850531,3857111	3824428,3827325,3833232,3841202,3844364,3850683,3857248	hao1	hydroxyacid oxidase 1	NM_001083542-ann-8568-unann-115	NM_001083542-ann-8568-unann-115
NM_212569-ann-7228-unann-116	chr14	-	201550	212565	201550	212565	14	201550,201855,206312,206658,206940,207094,207330,207623,208321,208540,209368,210967,211210,212534	201758,201965,206578,206870,207024,207226,207445,207773,208459,208721,209493,211132,211290,212565	mcm7	DNA replication licensing factor MCM7	NM_212569-ann-7228-unann-116	NM_212569-ann-7228-unann-116
NM_001024430-ann-3075-unann-117	chr5	-	75245838	75250886	75245838	75250886	2	75245838,75250582	75246029,75250886	spra	sepiapterin reductase a	NM_001024430-ann-3075-unann-117	NM_001024430-ann-3075-unann-117
NM_001076599-ann-6505-unann-118	chr12	+	28063057	28065065	28063057	28065065	2	28063057,28064718	28063145,28065065	zgc:153947	uncharacterized protein LOC767659	NM_001076599-ann-6505-unann-118	NM_001076599-ann-6505-unann-118
NM_207069-ann-2266-unann-119	chr4	+	62027356	62037831	62027356	62037831	9	62027356,62027493,62028623,62029142,62032687,62032978,62034704,62037394,62037718	62027410,62027650,62028859,62029295,62032863,62033099,62034823,62037597,62037831	pacsin2	protein kinase C and casein kinase substrate in neurons 2	NM_207069-ann-2266-unann-119	NM_207069-ann-2266-unann-119
NM_001076645-ann-5168-unann-120	chr9	+	25243332	25245781	25243332	25245781	3	25243332,25244400,25245350	25243447,25244589,25245781	zgc:153901	uncharacterized protein LOC767707	NM_001076645-ann-5168-unann-120	NM_001076645-ann-5168-unann-120
